date,time,DOY,SWin,SWout,LWin,LWout,Rr,Rn,Ta,RH,Tc,PPFD,PPFDr,SHF_1_1_1,SHF_1_1_2,Ts,SWC_1_5_1,SWC_2_5_1,SWC_1_4_1,SWC_2_4_1,SWC_1_3_1,SWC_2_3_1,SWC_1_2_1,SWC_2_2_1,SWC_1_1_1,SWC_2_1_1,Ts_1_5_1,Ts_2_5_1,Ts_1_4_1,Ts_2_4_1,Ts_1_3_1,Ts_2_3_1,Ts_1_2_1,Ts_2_2_1,Ts_1_1_1,Ts_2_1_1,SWC_3_1_1,Ts_3_1_1,SWC_3_2_1,Ts_3_2_1,SWC_3_3_1,Ts_3_3_1,SWC_3_4_1,Ts_3_4_1,SWC_3_5_1,Ts_3_5_1,SWC_3_6_1,Ts_3_6_1,SWC_3_7_1,Ts_3_7_1,SWC_3_8_1,Ts_3_8_1,SWC_3_9_1,Ts_3_9_1,SWC_4_1_1,Ts_4_1_1,SWC_4_2_1,Ts_4_2_1,SWC_4_3_1,Ts_4_3_1,SWC_4_4_1,Ts_4_4_1,SWC_4_5_1,Ts_4_5_1,SWC_4_6_1,Ts_4_6_1,SWC_4_7_1,Ts_4_7_1,SWC_4_8_1,Ts_4_8_1,SWC_4_9_1,Ts_4_9_1,P_rain
[yyyy-mm-dd],[HH:MM],[ddd.ddd],[W/m^2],[W/m^2],[W/m^2],[W/m^2],[W/m^2],[W/m^2],[K],[%],[K],[µmol/m^2/s],[µmol/m^2/s],[W/m^2],[W/m^2],[K],[m^3/m^3],[m^3/m^3],[m^3/m^3],[m^3/m^3],[m^3/m^3],[m^3/m^3],[m^3/m^3],[m^3/m^3],[m^3/m^3],[m^3/m^3],[K],[K],[K],[K],[K],[K],[K],[K],[K],[K],[m^3/m^3],[K],[m^3/m^3],[K],[m^3/m^3],[K],[m^3/m^3],[K],[m^3/m^3],[K],[m^3/m^3],[K],[m^3/m^3],[K],[m^3/m^3],[K],[m^3/m^3],[K],[m^3/m^3],[K],[m^3/m^3],[K],[m^3/m^3],[K],[m^3/m^3],[K],[m^3/m^3],[K],[m^3/m^3],[K],[m^3/m^3],[K],[m^3/m^3],[K],[m^3/m^3],[K],[m]
2023-01-11,15:30,11.6457,84.9000,5.94100,316.600,364.900,0.700000E-01,30.6100,-9999,-9999,282.970,156.300,-0.824000,12.9200,14.6400,282.231,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.800000E-01,282.900,0.490000E-01,280.450,0.436000,278.115,0.411000,277.653,0.381000,277.753,0.420000,278.035,0.205000,278.378,0.441000,278.905,0.457000,279.869,0.920000E-01,283.070,0.146000,280.367,0.270000,278.115,0.416000,277.673,0.340000,277.653,0.382000,278.055,0.472000,278.297,0.499000,278.783,0.440000,279.807,0.00000
2023-01-11,16:00,11.6665,14.1300,0.991000,332.300,360.000,0.690000E-01,-14.5600,-9999,-9999,281.990,34.3700,-1.17200,12.9500,14.8200,280.425,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.820000E-01,282.590,0.500000E-01,280.617,0.436000,278.256,0.407000,277.713,0.386000,277.773,0.414000,278.035,0.202000,278.378,0.450000,278.905,0.465000,279.869,0.930000E-01,282.660,0.149000,280.492,0.265000,278.216,0.419000,277.713,0.345000,277.673,0.386000,278.055,0.470000,278.297,0.495000,278.803,0.439000,279.787,0.00000
2023-01-11,16:30,11.6873,1.92400,-0.800000E-02,345.600,357.500,3.05300,-9.98000,-9999,-9999,281.560,5.84400,-1.33200,12.0600,14.0200,280.052,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.800000E-01,281.860,0.500000E-01,280.575,0.440000,278.357,0.409000,277.753,0.375000,277.773,0.415000,278.035,0.200000,278.378,0.450000,278.905,0.464000,279.869,0.920000E-01,281.780,0.147000,280.429,0.264000,278.317,0.423000,277.753,0.345000,277.693,0.378000,278.055,0.480000,278.297,0.502000,278.803,0.434000,279.787,0.00000
2023-01-11,17:00,11.7082,-1.30000,-0.700000E-01,330.600,354.100,-0.108000,-24.7600,-9999,-9999,280.780,0.210000,-1.73200,10.6800,12.6600,279.798,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.810000E-01,281.370,0.500000E-01,280.429,0.441000,278.458,0.409000,277.814,0.381000,277.814,0.420000,278.055,0.204000,278.378,0.440000,278.905,0.462000,279.869,0.960000E-01,281.210,0.147000,280.263,0.271000,278.398,0.417000,277.793,0.335000,277.713,0.376000,278.075,0.475000,278.297,0.497000,278.803,0.446000,279.807,0.00000
2023-01-11,17:30,11.7290,-1.72900,0.430000E-01,322.300,350.200,-0.500000E-01,-29.7100,-9999,-9999,279.951,0.710000E-01,-2.02700,9.20000,11.1300,278.844,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.830000E-01,280.890,0.490000E-01,280.284,0.436000,278.539,0.405000,277.874,0.374000,277.834,0.417000,278.055,0.199000,278.398,0.440000,278.905,0.466000,279.869,0.920000E-01,280.680,0.150000,280.076,0.266000,278.479,0.422000,277.854,0.345000,277.733,0.382000,278.075,0.474000,278.317,0.490000,278.803,0.441000,279.807,0.00000
2023-01-11,18:00,11.7498,-1.51500,0.496000,316.800,347.400,-0.265000,-32.6300,-9999,-9999,279.215,0.720000E-01,-1.86400,7.65400,9.45000,277.978,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.840000E-01,280.325,0.500000E-01,280.076,0.443000,278.600,0.420000,277.914,0.378000,277.854,0.413000,278.075,0.205000,278.398,0.449000,278.905,0.461000,279.869,0.920000E-01,280.076,0.147000,279.848,0.267000,278.519,0.421000,277.914,0.339000,277.753,0.376000,278.075,0.473000,278.317,0.495000,278.803,0.439000,279.807,0.00000
2023-01-11,18:30,11.7707,-1.39500,0.131000,321.800,345.600,0.516000,-25.3600,-9999,-9999,278.934,0.720000E-01,-1.63800,6.02700,7.68900,277.258,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.810000E-01,279.725,0.510000E-01,279.807,0.439000,278.641,0.409000,277.974,0.379000,277.874,0.413000,278.075,0.205000,278.398,0.456000,278.905,0.458000,279.848,0.900000E-01,279.457,0.150000,279.581,0.266000,278.539,0.424000,277.954,0.336000,277.773,0.380000,278.095,0.468000,278.317,0.488000,278.803,0.439000,279.807,0.00000
2023-01-11,19:00,11.7915,-1.12600,0.344000,330.300,346.500,-1.11900,-17.6700,-9999,-9999,278.659,0.720000E-01,-3.82500,4.58500,6.09800,277.041,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.810000E-01,279.375,0.480000E-01,279.581,0.444000,278.681,0.407000,278.035,0.382000,277.914,0.421000,278.095,0.201000,278.398,0.434000,278.905,0.470000,279.869,0.930000E-01,279.068,0.151000,279.334,0.272000,278.560,0.423000,277.994,0.340000,277.793,0.385000,278.095,0.479000,278.317,0.505000,278.803,0.442000,279.787,0.00000
2023-01-11,19:30,11.8123,-1.20900,0.278000,329.600,346.100,-3.64200,-18.0200,-9999,-9999,278.424,0.720000E-01,-3.02700,3.35700,4.67700,277.007,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.790000E-01,279.068,0.460000E-01,279.355,0.442000,278.681,0.411000,278.075,0.379000,277.934,0.414000,278.095,0.203000,278.418,0.449000,278.905,0.454000,279.869,0.900000E-01,278.742,0.143000,279.109,0.267000,278.560,0.421000,278.035,0.339000,277.833,0.380000,278.115,0.470000,278.317,0.495000,278.803,0.445000,279.807,0.00000
